g,N,E0,E1,gap,xi_gap,xi_corr,m_corr,xi_transfer,m_transfer,i0,comp_i,comp_j,r,corr,abs_corr,log_abs_corr,rMin,rMax
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,1,0.11013370763583,0.11013370763583,-2.2060601273788,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,2,0.10813655605344,0.10813655605344,-2.2243604426462,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,3,0.10569378539718,0.10569378539718,-2.247209182563,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,4,0.10311585738429,0.10311585738429,-2.2719020939249,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,5,0.10056787368619,0.10056787368619,-2.2969224193744,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,6,0.09811947138116,0.09811947138116,-2.3215694470793,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,7,0.095810315606444,0.095810315606444,-2.3453849212381,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,8,0.093650637588801,0.093650637588801,-2.3681840419059,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,9,0.091619131298798,0.091619131298798,-2.3901151721359,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,10,0.089712461214684,0.089712461214684,-2.411145598555,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,11,0.087916194912338,0.087916194912338,-2.4313712488004,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,12,0.086215122320016,0.086215122320016,-2.4509096837522,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,13,0.084603709300112,0.084603709300112,-2.4697771681761,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,14,0.08306016646798,0.08306016646798,-2.488190036592,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,15,0.081579340985525,0.081579340985525,-2.5061792232631,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,16,0.080160844367916,0.080160844367916,-2.5237201081692,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,17,0.078793755281277,0.078793755281277,-2.5409215329581,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,18,0.077468654872449,0.077468654872449,-2.5578818776948,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,19,0.076177121752548,0.076177121752548,-2.5746941008383,1,20
0.5,41,-35.569629902797,nan,nan,nan,48.716583926032,0.02052689083287,nan,nan,10,3,3,20,0.074915800294934,0.074915800294934,-2.5913904588379,1,20
