eps,k,Infidelity
0.01,100,0.3397066891806
0.001,100,0.3397066891806
0.0001,100,0.3397066891806
1e-05,100,0.3397066891806
1e-06,100,0.3397066891806
1e-07,100,0.3397066891806
1e-08,100,0.3397066891806
1e-09,100,0.3397066891806
