eps,k,Infidelity
0.1,33,0.09664580027198
0.01,72,0.0095103540098667
0.001,110,0.00097503544227695
0.0001,148,9.9631123456456e-05
1e-05,187,9.5865888378732e-06
1e-06,200,4.6648862181975e-06
1e-07,200,4.6648862181975e-06
1e-08,200,4.6648862181975e-06
1e-09,200,4.6648862181975e-06
1e-10,200,4.6648862181975e-06
