eps,k,Infidelity
0.1,1,0.058276318928074
0.01,3,0.0094766854321531
0.001,7,0.00066911741427289
0.0001,14,9.0438544236515e-05
1e-05,26,8.3484528980993e-06
1e-06,37,9.7132256482446e-07
1e-07,49,9.3210099194607e-08
1e-08,61,8.9498131128352e-09
1e-09,73,8.5943063776739e-10
1e-10,85,8.2529982847745e-11
