eps,k,Infidelity
0.1,0,0.080660641966648
0.01,3,0.0070914419217536
0.001,6,0.00069284288512039
0.0001,9,8.3652018937452e-05
1e-05,13,6.3558805585284e-06
1e-06,17,5.7309962187002e-07
1e-07,21,5.8552385828747e-08
1e-08,25,6.6913273810698e-09
1e-09,29,8.4389861765288e-10
1e-10,34,7.0442096600232e-11
