s,k,Infidelity
0.3,46,6.9499961341535e-14
0.35,39,4.8183679268732e-14
0.4,33,6.5725203057809e-14
0.45,29,4.1966430330831e-14
0.5,25,7.194245199571e-14
0.55,22,8.3488771451812e-14
0.6,20,4.0412118096356e-14
0.65,18,4.5075054799781e-14
0.7,20,2.7755575615629e-14
0.75,23,4.4853010194856e-14
0.8,27,8.9261931179863e-14
0.85,34,6.7057470687359e-14
0.9,44,7.5939254884361e-14
