Energy,
3.8688289082186,0
3.8688289082186,0
3.8688289082186,0
3.7071067811865,0
3.651387818866,0
3.651387818866,0
3.651387818866,0
3.651387818866,0
3.651387818866,0
3.511929496555,0
3.511929496555,0
3.511929496555,0
3.1680808766784,0
3.1680808766784,0
3.1680808766784,0
2.8090169943749,0
2.8090169943749,0
2.8090169943749,0
2.8090169943749,0
2.8090169943749,0
2.7921127216083,0
2.5,0
2.5,0
2.5,0
2.5,0
2.5,0
2.5,0
2.5,0
2.3815510173383,0
2.3815510173383,0
2.3815510173383,0
2.3414724848603,0
2.3414724848603,0
2.3414724848603,0
2.2928932188135,0
1.8528598198605,0
1.848612181134,0
1.848612181134,0
1.848612181134,0
1.848612181134,0
1.848612181134,0
1.7878510934987,0
1.7878510934987,0
1.7878510934987,0
1.6909830056251,0
1.6909830056251,0
1.6909830056251,0
1.6909830056251,0
1.6909830056251,0
1.5,0
1.5,0
1.5,0
1.5,0
1.5,0
0.98182989373459,0
0.98182989373458,0
0.98182989373458,0
0.85874692508605,0
0.85874692508604,0
0.85874692508604,0
0.59970930403004,0
0.59970930403004,0
0.59970930403004,0
-0.14497254146874,0
