eps,k,Infidelity
0.01,6,0.0068861775265365
0.001,9,0.00044302501334215
0.0001,11,7.0603816303305e-05
1e-05,14,4.4876939391258e-06
1e-06,16,7.146940106395e-07
1e-07,19,4.5421493566344e-08
1e-08,21,7.2336128198458e-09
1e-09,24,4.5972292639362e-10
1e-10,26,7.3213435314301e-11
1e-11,29,4.652944696204e-12
1e-12,31,7.4096284663483e-13
1e-13,34,4.7295500849032e-14
1e-14,36,7.5495165674511e-15
1e-15,39,6.6613381477509e-16
1e-16,40,0
