g,N,E0,E1,gap,xi_gap,xi_corr,m_corr,xi_transfer,m_transfer,i0,comp_i,comp_j,r,corr,abs_corr,log_abs_corr,rMin,rMax
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,1,0.11064050161944,0.11064050161944,-2.2014690578377,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,2,0.10957736407753,0.10957736407753,-2.2111244579382,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,3,0.10819477951723,0.10819477951723,-2.2238221621882,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,4,0.10665870241209,0.10665870241209,-2.2381212395307,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,5,0.10506582914466,0.10506582914466,-2.2531681810372,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,6,0.10348350676868,0.10348350676868,-2.2683430338671,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,7,0.10192794694341,0.10192794694341,-2.2834891178333,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,8,0.10042843965569,0.10042843965569,-2.2983098483331,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,9,0.098986996717077,0.098986996717077,-2.3127667837664,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,10,0.09761460364088,0.09761460364088,-2.3267281692881,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,11,0.096289689643864,0.096289689643864,-2.340394030875,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,12,0.09502506526719,0.09502506526719,-2.3536145772648,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,13,0.093796498660846,0.093796498660846,-2.3666277513762,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,14,0.09261732645901,0.09261732645901,-2.3792790440446,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,15,0.091454896612946,0.091454896612946,-2.391909361424,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,16,0.090317823997708,0.090317823997708,-2.4044204515732,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,17,0.089189081624935,0.089189081624935,-2.416996650196,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,18,0.088081186794417,0.088081186794417,-2.4294963126074,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,19,0.086973068149925,0.086973068149925,-2.4421567697467,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,20,0.085861999114271,0.085861999114271,-2.4550139330388,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,21,0.084748862424162,0.084748862424162,-2.4680629555354,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,22,0.083636856339457,0.083636856339457,-2.4812709907395,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,23,0.082516106607993,0.082516106607993,-2.4947617730847,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,24,0.081386214834387,0.081386214834387,-2.508549371244,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,25,0.080249704256938,0.080249704256938,-2.5226122022506,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,26,0.079112643294249,0.079112643294249,-2.5368825776104,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,27,0.07797682708043,0.07797682708043,-2.5513435851446,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,28,0.076840091398414,0.076840091398414,-2.5660287516185,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,29,0.075703615227986,0.075703615227986,-2.5809293623741,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,30,0.074566821505778,0.074566821505778,-2.5960596226372,1,115
0.45,155,-175.97286344368,nan,nan,nan,67.850098120183,0.014738372201448,nan,nan,20,2,2,31,0.073439816145448,0.073439816145448,-2.6112890361392,1,115
