eps,k,Infidelity
0.1,36,0.096787383096172
0.01,43,0.0096496295109489
0.001,50,0.00086424175467992
0.0001,57,7.660669770515e-05
1e-05,63,9.5938490758396e-06
1e-06,70,8.5186911413793e-07
1e-07,77,7.7604991433056e-08
1e-08,84,8.8825368171896e-09
1e-09,156,9.9554187116269e-10
1e-10,200,6.1605509582563e-10
