eps,k,Infidelity
0.01,3,0.003548392463099
0.001,4,0.00043152456321716
0.0001,5,5.2380880826708e-05
1e-05,6,6.3569045931633e-06
1e-06,7,7.7144894317094e-07
1e-07,8,9.3619711760695e-08
1e-08,10,1.3787551100819e-09
1e-09,11,1.6731993568442e-10
1e-10,12,2.0305535031184e-11
1e-11,13,2.4640289808531e-12
1e-12,14,2.9931612743894e-13
1e-13,15,3.619327060278e-14
1e-14,16,4.2188474935756e-15
1e-15,17,6.6613381477509e-16
1e-16,19,0
