g,N,E0,E1,gap,xi_gap,xi_corr,m_corr,xi_transfer,m_transfer,i0,comp_i,comp_j,r,corr,abs_corr,log_abs_corr,rMin,rMax
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,1,0.11084706750853,0.11084706750853,-2.1996037978613,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,2,0.11027750583362,0.11027750583362,-2.2047553097524,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,3,0.10947657680456,0.10947657680456,-2.2120446630683,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,4,0.1085483570433,0.1085483570433,-2.2205595182555,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,5,0.10751387413084,0.10751387413084,-2.23013537806,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,6,0.10643633660409,0.10643633660409,-2.2402082509387,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,7,0.105340806586,0.105340806586,-2.2505544079788,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,8,0.10422389369608,0.10422389369608,-2.261213869845,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,9,0.10309112978049,0.10309112978049,-2.2721419267672,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,10,0.10195102811691,0.10195102811691,-2.2832626974915,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,11,0.10079660217771,0.10079660217771,-2.2946506324675,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,12,0.099632931971913,0.099632931971913,-2.3062625267534,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,13,0.098455075946838,0.098455075946838,-2.318154916599,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,14,0.097265279506902,0.097265279506902,-2.3303131930728,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,15,0.096062661905615,0.096062661905615,-2.3427545722652,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,16,0.0948534184842,0.0948534184842,-2.3554225422996,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,17,0.093630276705719,0.093630276705719,-2.3684014787252,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,18,0.092399284577884,0.092399284577884,-2.3816360430281,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,19,0.091160132774299,0.091160132774299,-2.3951376181084,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,20,0.08991292523938,0.08991292523938,-2.4089135743197,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,21,0.08866415753312,0.08866415753312,-2.4228995577676,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,22,0.087416323536063,0.087416323536063,-2.4370732456125,1,101
0.4,135,-199.39757268839,nan,nan,nan,66.166612067411,0.015113362597154,nan,nan,17,2,2,23,0.086164756069757,0.086164756069757,-2.4514940472193,1,101
