g,N,E0,E1,gap,xi_gap,xi_corr,m_corr,xi_transfer,m_transfer,i0,comp_i,comp_j,r,corr,abs_corr,log_abs_corr,rMin,rMax
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,1,0.079058314544022,0.079058314544022,-2.5375695400352,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,2,0.04539452996982,0.04539452996982,-3.09236366644,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,3,0.025874757653148,0.025874757653148,-3.6544873935024,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,4,0.014975212157676,0.014975212157676,-4.2013589676235,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,5,0.0088092874162859,0.0088092874162859,-4.7319487258143,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,6,0.0052517624062425,0.0052517624062425,-5.2491915622849,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,7,0.0031637294054566,0.0031637294054566,-5.7560037556618,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,8,0.0019213882257351,0.0019213882257351,-6.2547073199687,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,9,0.0011742168166406,0.0011742168166406,-6.7471538926512,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,10,0.00072103259169142,0.00072103259169142,-7.2348262182455,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,11,0.00044435135652037,0.00044435135652037,-7.7188949649649,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,12,0.00027458020957136,0.00027458020957136,-8.2002671372517,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,13,0.00017001322069767,0.00017001322069767,-8.679634355128,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,14,0.00010542419639361,0.00010542419639361,-9.1575183809017,1,15
0.85,30,-4.4848206380154,nan,nan,nan,1.9842289467594,0.50397410119089,0.421113213309,2.3746583303389,7,2,2,15,6.5444271368619e-05,6.5444271368619e-05,-9.6343115962745,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,1,0.071073949934046,0.071073949934046,-2.6440343956091,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,2,0.034761764652563,0.034761764652563,-3.3592372131139,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,3,0.016967475898737,0.016967475898737,-4.0764569498243,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,4,0.0084415058904288,0.0084415058904288,-4.7745945632532,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,5,0.0042774314563998,0.0042774314563998,-5.4544025765461,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,6,0.0021987746685193,0.0021987746685193,-6.1198550426375,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,7,0.0011427505573799,0.0011427505573799,-6.7743171529994,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,8,0.00059893665551762,0.00059893665551762,-7.4203547158287,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,9,0.00031593568272573,0.00031593568272573,-8.0599719007716,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,10,0.00016746348838908,0.00016746348838908,-8.6947452102269,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,11,8.9086770364341e-05,8.9086770364341e-05,-9.3258997152712,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,12,4.7519428703742e-05,4.7519428703742e-05,-9.9543719052098,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,13,2.5397301236649e-05,2.5397301236649e-05,-10.58086764011,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,14,1.3593574201844e-05,1.3593574201844e-05,-11.205913362037,1,15
0.9,30,-3.470514164034,nan,nan,nan,1.5328003016935,0.65240070666426,0.36702186253216,2.7246333313792,7,2,2,15,7.2835009063458e-06,7.2835009063458e-06,-11.829898917619,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,1,0.063324532605036,0.063324532605036,-2.7594824640133,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,2,0.026198857440382,0.026198857440382,-3.6420394783117,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,3,0.010894319323593,0.010894319323593,-4.5195137885728,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,4,0.0046349868697247,0.0046349868697247,-5.3741219128217,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,5,0.0020116709756031,0.0020116709756031,-6.2087895711297,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,6,0.00088633329802961,0.00088633329802961,-7.0284174952206,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,7,0.00039460740113587,0.00039460740113587,-7.8376192085053,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,8,0.00017690223179448,0.00017690223179448,-8.639913340742,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,9,7.9660639653546e-05,7.9660639653546e-05,-9.4377349504471,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,10,3.5974677126952e-05,3.5974677126952e-05,-10.232695280159,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,11,1.6275699510234e-05,1.6275699510234e-05,-11.025837390134,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,12,7.3719469865389e-06,7.3719469865389e-06,-11.817828709374,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,13,3.3414909464473e-06,3.3414909464473e-06,-12.609093459427,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,14,1.515295347915e-06,1.515295347915e-06,-13.399900188884,1,15
0.95,30,-2.6908439891937,nan,nan,nan,1.2321435082254,0.81159377404039,0.32566538086607,3.0706364838062,7,2,2,15,6.8735256132072e-07,6.8735256132072e-07,-14.190418486665,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,1,0.056026383510366,0.056026383510366,-2.8819325650821,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,2,0.019544426269145,0.019544426269145,-3.9350651345224,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,3,0.0069092634705939,0.0069092634705939,-4.9748922357991,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,4,0.0025077706674599,0.0025077706674599,-5.9883611007991,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,5,0.00092952565413057,0.00092952565413057,-6.9808361512583,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,6,0.00034961293937812,0.00034961293937812,-7.9586839029167,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,7,0.00013275166178697,0.00013275166178697,-8.9270303797513,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,8,5.0707951528486e-05,5.0707951528486e-05,-9.8894278247831,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,9,1.9440176691473e-05,1.9440176691473e-05,-10.848168669906,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,10,7.4694944696977e-06,7.4694944696977e-06,-11.804683235849,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,11,2.8738748314661e-06,2.8738748314661e-06,-12.759849323286,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,12,1.106619126259e-06,1.106619126259e-06,-13.714201022826,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,13,4.263259079592e-07,4.263259079592e-07,-14.668061741015,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,14,1.6429097186727e-07,1.6429097186727e-07,-15.621626762486,1,15
1,30,-2.0927060140158,nan,nan,nan,1.0283141823012,0.9724654363535,0.29332496861717,3.4091881257648,7,2,2,15,6.3323216132083e-08,6.3323216132083e-08,-16.575013811498,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,1,0.049314026092088,0.049314026092088,-3.0095467334868,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,2,0.014499324247864,0.014499324247864,-4.2336532342371,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,3,0.004357837268272,0.004357837268272,-5.4357793840766,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,4,0.0013491379397734,0.0013491379397734,-6.6082894536309,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,5,0.00042687980618151,0.00042687980618151,-7.7590080687122,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,6,0.00013702523208107,0.00013702523208107,-8.8953454733202,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,7,4.4379345223477e-05,4.4379345223477e-05,-10.022736394434,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,8,1.4451240390246e-05,1.4451240390246e-05,-11.144730306934,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,9,4.7208660992069e-06,4.7208660992069e-06,-12.263518279605,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,10,1.5451077581804e-06,1.5451077581804e-06,-13.380416903652,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,11,5.0626436462502e-07,5.0626436462502e-07,-14.49620684436,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,12,1.6598842662937e-07,1.6598842662937e-07,-15.611347770121,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,13,5.4443122935757e-08,5.4443122935757e-08,-16.726109296081,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,14,1.7860947466556e-08,1.7860947466556e-08,-17.840649213266,1,15
1.05,30,-1.6340540902562,nan,nan,nan,0.88287143092973,1.1326677531596,0.26735430839149,3.7403549096193,7,2,2,15,5.8603310050294e-09,5.8603310050294e-09,-18.955059749453,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,1,0.043255132917573,0.043255132917573,-3.1406393724711,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,2,0.010736797557798,0.010736797557798,-4.5340784133416,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,3,0.0027476913995734,0.0027476913995734,-5.8969942109378,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,4,0.00072638998384078,0.00072638998384078,-7.2274235195377,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,5,0.00019648323855623,0.00019648323855623,-8.5349334302615,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,6,5.3949276797804e-05,5.3949276797804e-05,-9.8274662713953,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,7,1.4951853272557e-05,1.4951853272557e-05,-11.110675301091,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,8,4.1673285103159e-06,4.1673285103159e-06,-12.388235372462,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,9,1.1654280335838e-06,1.1654280335838e-06,-13.662422127624,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,10,3.2657367293223e-07,3.2657367293223e-07,-14.934610269175,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,11,9.1619701602858e-08,9.1619701602858e-08,-16.205619505393,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,12,2.5721589939051e-08,2.5721589939051e-08,-17.475935122262,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,13,7.2240994864353e-09,7.2240994864353e-09,-18.745843249272,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,14,2.0294273206607e-09,2.0294273206607e-09,-20.015512191742,1,15
1.1,30,-1.2820321770152,nan,nan,nan,0.77580422364469,1.2889849907004,0.24605194794221,4.0641824149869,7,2,2,15,5.7019608136973e-10,5.7019608136973e-10,-21.285040811852,1,15
1.15,30,-1.0112485477073,nan,nan,nan,0.69273907608953,1.4435449572802,0.22827511906446,4.3806789110365,7,2,2,1,0.037865139399113,0.037865139399113,-3.2737243949465,1,15
1.15,30,-1.0112485477073,nan,nan,nan,0.69273907608953,1.4435449572802,0.22827511906446,4.3806789110365,7,2,2,2,0.0079588508427856,0.0079588508427856,-4.8334706560319,1,15
1.15,30,-1.0112485477073,nan,nan,nan,0.69273907608953,1.4435449572802,0.22827511906446,4.3806789110365,7,2,2,3,0.0017389007830061,0.0017389007830061,-6.3545020992882,1,15
1.15,30,-1.0112485477073,nan,nan,nan,0.69273907608953,1.4435449572802,0.22827511906446,4.3806789110365,7,2,2,4,0.0003934187785157,0.0003934187785157,-7.84063591925,1,15
1.15,30,-1.0112485477073,nan,nan,nan,0.69273907608953,1.4435449572802,0.22827511906446,4.3806789110365,7,2,2,5,9.1151644863416e-05,9.1151644863416e-05,-9.3029860113259,1,15
1.15,30,-1.0112485477073,nan,nan,nan,0.69273907608953,1.4435449572802,0.22827511906446,4.3806789110365,7,2,2,6,2.1447075350162e-05,2.1447075350162e-05,-10.749922269198,1,15
1.15,30,-1.0112485477073,nan,nan,nan,0.69273907608953,1.4435449572802,0.22827511906446,4.3806789110365,7,2,2,7,5.0949694348942e-06,5.0949694348942e-06,-12.187256890347,1,15
