s,k,Infidelity
0.135,19,7.4798153004707e-08
0.14,19,8.3706768627678e-08
0.145,20,8.0301519211901e-08
0.15,22,7.1154963365849e-08
0.155,24,7.9244529826994e-08
0.16,27,7.8582452656129e-08
0.165,30,9.7498067397339e-08
0.17,35,9.9071656545213e-08
0.175,43,8.5536696614597e-08
0.18,53,9.8638302303833e-08
0.185,72,9.0540457131638e-08
0.19,108,9.7601407511583e-08
0.195,200,1.9914232285423e-07
0.2,200,0.00017590674818868
0.205,200,0.03478862745299
