eps,k,Infidelity
0.1,1,0.064372616148755
0.01,4,0.0058378198100226
0.001,7,0.00075524588605624
0.0001,11,7.1999907928832e-05
1e-05,15,8.7364473654317e-06
1e-06,20,8.2124155731389e-07
1e-07,25,9.6751522349336e-08
1e-08,31,8.6526369402762e-09
1e-09,37,8.2358031505692e-10
1e-10,43,7.9899642457804e-11
