eps,k,Infidelity
0.1,0,0.080660641966648
0.01,3,0.0081766126766967
0.001,6,0.00090278497003526
0.0001,10,6.2858676241895e-05
1e-05,13,9.8012221976251e-06
1e-06,17,9.0130458096915e-07
1e-07,21,8.6981355007509e-08
1e-08,25,8.5853060216579e-09
1e-09,29,8.5853535392033e-10
1e-10,33,8.6695095546929e-11
