g,g_squared,m_corr,m,difference
0.6,0.36,0.015486639574023,0.01394029771618246,0.0015463418578405396
0.7,0.49,0.10192656302811,0.0612980785305041,0.0406284844976059
0.8,0.64,0.33079579906954,0.1928938225357638,0.1379019765337762
0.9,0.81,0.62616481213458,0.38519283596081344,0.24097197617376653
1.0,1.0,0.95861210869059,0.6133966018773145,0.3452155068132755
1.1,1.21,1.2787768919163,0.8659248045522714,0.4128520873640287
1.2,1.44,1.6432404707636,1.1369740579119298,0.5062664128516701
1.3,1.69,1.9398938796582,1.4240067605880637,0.5158871190701362
