g,N,E0,E1,gap,xi_gap,xi_corr,m_corr,xi_transfer,m_transfer,i0,comp_i,comp_j,r,corr,abs_corr,log_abs_corr,rMin,rMax
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,1,0.11060875610757,0.11060875610757,-2.2017560238814,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,2,0.10951973632432,0.10951973632432,-2.2116505055622,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,3,0.10809148875522,0.10809148875522,-2.224777292356,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,4,0.1064935947191,0.1064935947191,-2.2396704391239,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,5,0.10481853532147,0.10481853532147,-2.2555246589793,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,6,0.10312830968611,0.10312830968611,-2.2717813409164,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,7,0.10144518139452,0.10144518139452,-2.2882367111817,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,8,0.099792301824501,0.099792301824501,-2.3046642346669,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,9,0.098170067707151,0.098170067707151,-2.3210539195851,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,10,0.096583947096776,0.096583947096776,-2.3373427306953,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,11,0.095020440436307,0.095020440436307,-2.3536632480383,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,12,0.093483519550733,0.093483519550733,-2.3699701197129,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,13,0.091959583885861,0.091959583885861,-2.3864061040445,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,14,0.090446928368375,0.090446928368375,-2.4029920271605,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,15,0.088934794119325,0.088934794119325,-2.4198518281141,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,16,0.087413125968025,0.087413125968025,-2.4371098248964,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,17,0.085878118827678,0.085878118827678,-2.4548262108729,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,18,0.084335917624242,0.084335917624242,-2.4729474356265,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,19,0.082781035596057,0.082781035596057,-2.4915562825193,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,20,0.081221730894399,0.081221730894399,-2.5105724457666,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,21,0.079652916517879,0.079652916517879,-2.530076626625,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,22,0.078078596747125,0.078078596747125,-2.5500393090275,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,23,0.076496835544141,0.076496835544141,-2.5705059044413,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,24,0.074907966216094,0.074907966216094,-2.5914950360893,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,25,0.073320778412633,0.073320778412633,-2.612911239419,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,26,0.071743371007098,0.071743371007098,-2.6346598187556,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,27,0.070177090032572,0.070177090032572,-2.6567333740274,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,28,0.068624283843478,0.068624283843478,-2.6791088150032,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,29,0.067082925608633,0.067082925608633,-2.7018257292538,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,30,0.065564228957426,0.065564228957426,-2.7247250220401,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,31,0.064071418575554,0.064071418575554,-2.74775690255,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,32,0.062600950854295,0.062600950854295,-2.7709748116257,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,33,0.061155870050719,0.061155870050719,-2.794329427168,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,34,0.059736617146163,0.059736617146163,-2.8178100940753,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,35,0.058356838550372,0.058356838550372,-2.8411787283101,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,36,0.057003130962132,0.057003130962132,-2.8646490834959,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,37,0.055672287989324,0.055672287989324,-2.8882727784877,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,38,0.054370681790286,0.054370681790286,-2.9119302080779,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,39,0.053096707417571,0.053096707417571,-2.9356403598588,1,84
0.45,110,-124.53460891456,nan,nan,nan,45.525053286306,0.021965927062425,nan,nan,13,2,2,40,0.051851595537214,0.051851595537214,-2.9593695726062,1,84
