eps,k,Infidelity
0.1,0,0.080660641966648
0.01,3,0.0094641442765105
0.001,7,0.00061986362903499
0.0001,10,9.6296216773095e-05
1e-05,14,9.4459363507715e-06
1e-06,19,5.8691467197391e-07
1e-07,23,6.6153103106537e-08
1e-08,27,7.5652012432315e-09
1e-09,31,8.7120588521117e-10
1e-10,36,5.873168618109e-11
