eps,k,Infidelity
0.1,30,0.099756457215484
0.01,65,0.009871118738917
0.001,100,0.00095507839447495
0.0001,134,9.8506202536486e-05
1e-05,169,9.5116402221151e-06
1e-06,200,1.283539894148e-06
1e-07,200,1.283539894148e-06
1e-08,200,1.283539894148e-06
1e-09,200,1.283539894148e-06
1e-10,200,1.283539894148e-06
