eps,k,Infidelity
0.01,10,0.009724550288123
0.001,13,0.0004814138914524
0.0001,15,6.4139941681196e-05
1e-05,17,8.5391558980463e-06
1e-06,20,4.1474123824159e-07
1e-07,22,5.5209554372659e-08
1e-08,24,7.3493848784523e-09
1e-09,26,9.7833507961553e-10
