s,k,Infidelity
0.135,28,6.7068595122066e-10
0.14,29,9.0472584979295e-10
0.145,32,7.1417971536647e-10
0.15,35,7.3199213357356e-10
0.155,38,9.4811269946149e-10
0.16,43,8.8195495351329e-10
0.165,49,9.2743657198469e-10
0.17,57,9.9109664919439e-10
0.175,69,9.360980879336e-10
0.18,87,8.9986118556595e-10
0.185,116,9.8030028539142e-10
0.19,176,9.6689156681151e-10
0.195,200,1.9914232285423e-07
0.2,200,0.00017590674818868
0.205,200,0.03478862745299
