eps,k,Infidelity
0.1,0,0.080660641966648
0.01,4,0.0056773795490943
0.001,7,0.00085981281771941
0.0001,11,8.6139745477221e-05
1e-05,16,6.0454616259698e-06
1e-06,20,7.8263957969948e-07
1e-07,25,6.3275169770449e-08
1e-08,29,8.5820008877135e-09
1e-09,34,7.1208339225137e-10
1e-10,38,9.7524210929123e-11
