eps,k,Infidelity
0.01,9,0.0054592343397117
0.001,11,0.00043247438470961
0.0001,13,3.3995366616413e-05
1e-05,14,9.5689859087589e-06
1e-06,16,7.8107473477917e-07
1e-07,18,7.2653621008278e-08
1e-08,20,9.7413433985949e-09
1e-09,24,6.6862348990782e-10
