g,g_squared,m,dm,xi,dxi
0.6,0.36,0.01394029771618246,0.0003998891975453398,15.871869434649573,0.626239187146261
0.7,0.48999999999999994,0.0612980785305041,0.0004493860744825427,12.957199506292923,0.38306029146433646
0.8,0.6400000000000001,0.1928938225357638,0.0003333544266758985,8.75841558340162,0.21113411351832925
0.9,0.81,0.38519283596081344,0.00027078225909253894,6.574545479802447,0.15093832609373134
1.0,1.0,0.6133966018773145,0.00021204986457271126,5.49855731584774,0.12033403355996189
1.1,1.2100000000000002,0.8659248045522714,0.00014066803273817362,4.79054415453955,0.08425636542162505
1.2,1.44,1.1369740579119298,8.831922385817972e-05,4.255736973284143,0.05653812601576638
1.3,1.6900000000000002,1.4240067605880637,5.5232953185929433e-05,3.841254496012398,0.03809047899868339
1.4,1.9599999999999997,1.7263118071098504,4.364059671703463e-05,3.5092048583217683,0.03254559607587369
