eps,k,Infidelity
0.1,1,0.066733205920266
0.01,4,0.0066943474747911
0.001,7,0.000913672190892
0.0001,11,8.6820783759212e-05
1e-05,15,9.3502630957865e-06
1e-06,20,6.2420635493776e-07
1e-07,24,7.5601043314499e-08
1e-08,28,9.6410787131518e-09
1e-09,33,7.9162376653841e-10
1e-10,38,7.015754643902e-11
