s,k,Infidelity
0.3,100,0.22326917805337
0.35,100,0.2232691695183
0.4,100,0.22326916747957
0.45,100,0.22326916692565
0.5,100,0.22326916675794
0.55,100,0.22326916670222
0.6,100,0.22326916768623
0.65,100,0.22858945109053
0.7,100,0.25954259476834
0.75,100,0.28689757077414
0.8,100,0.31121654182224
0.85,100,0.33300281255669
0.9,100,0.35265179559679
