eps,k,Infidelity
0.1,1,0.062178686858121
0.01,4,0.0051491419128489
0.001,7,0.00065993373495499
0.0001,11,7.5075200431707e-05
1e-05,16,9.1818415340894e-06
1e-06,23,8.1281654262799e-07
1e-07,30,8.2389060462873e-08
1e-08,37,8.5082937362202e-09
1e-09,44,8.8119045393853e-10
1e-10,51,9.1320617734425e-11
