g,g_squared,m_corr,m,difference
0.6,0.36,0.02184901006563,0.01394029771618246,0.00790871234944754
0.7,0.49,0.10436243784825,0.0612980785305041,0.0430643593177459
0.8,0.64,0.33079580059274,0.1928938225357638,0.1379019780569762
0.9,0.81,0.62621485999588,0.38519283596081344,0.24102202403506656
1.0,1.0,0.95861210868625,0.6133966018773145,0.34521550680893553
1.1,1.21,1.27877689189,0.8659248045522714,0.4128520873377286
1.2,1.44,1.6432404707645,1.1369740579119298,0.5062664128525702
1.3,1.69,1.9398938796579,1.4240067605880637,0.5158871190698362
