g,Energy
0.4,-4.3314625181627,-4.3314625181627,-4.3314625181627,-4.3350358155641,-4.3350358155641,-4.3350358155642,-4.4136345162781,-4.4136345162781,-4.4136345162781,-4.4558293527349
0.45,-3.2560550933746,-3.2560550933746,-3.2560550933747,-3.2629556284198,-3.2629556284198,-3.2629556284198,-3.3614482835606,-3.3614482835606,-3.3614482835606,-3.4166131569329
0.5,-2.4523645324947,-2.4523645324947,-2.4523645324947,-2.464510536999,-2.464510536999,-2.464510536999,-2.5844978252235,-2.5844978252235,-2.5844978252235,-2.6557888682463
0.55,-1.8247161481356,-1.8247161481356,-1.8247161481356,-1.8444396475422,-1.8444396475422,-1.8444396475422,-1.9871000719715,-1.9871000719715,-1.9871000719715,-2.0788742211779
0.6,-1.3164650152954,-1.3164650152954,-1.3164650152954,-1.3463297305504,-1.3463297305504,-1.3463297305504,-1.5121754859227,-1.5121754859227,-1.5121754859227,-1.6304846734049
0.65,-0.89288404306359,-0.89288404306359,-0.89288404306359,-0.93553336352021,-0.93553336352021,-0.93553336352021,-1.123933823377,-1.123933823377,-1.123933823377,-1.2769105795035
0.7,-0.532225262052,-0.532225262052,-0.532225262052,-0.59038344103739,-0.59038344103739,-0.5903834410374,-0.79884438386777,-0.79884438386777,-0.79884438386778,-0.99668883097025
0.75,-0.22067471619354,-0.22067471619354,-0.22067471619354,-0.29714468575737,-0.29714468575737,-0.29714468575737,-0.52070782239619,-0.52070782239619,-0.52070782239619,-0.77510314845571
0.8,0.050796534066774,0.050796534066774,0.050796534066772,-0.046300595472987,-0.046300595472987,-0.04630059547299,-0.27788701788436,-0.27788701788437,-0.27788701788437,-0.60101491811799
0.85,0.28862578526865,0.28862578526864,0.28862578526864,0.17035011888138,0.17035011888138,0.17035011888137,-0.061714846123801,-0.061714846123801,-0.061714846123806,-0.46528995559793
0.9,0.49820165008438,0.49820165008438,0.49820165008438,0.360843627879,0.360843627879,0.360843627879,0.1344427296835,0.1344427296835,0.13444272968349,-0.360201915172
0.95,0.68470885990815,0.68470885990815,0.68470885990815,0.53253707861905,0.53253707861905,0.53253707861905,0.3157541708766,0.3157541708766,0.3157541708766,-0.27925672720647
1,0.85327600467705,0.85327600467705,0.85327600467704,0.69142284316911,0.69142284316911,0.69142284316911,0.48628270087448,0.48628270087448,0.48628270087447,-0.21710810122547
1.05,1.0087104882446,1.0087104882446,1.0087104882446,0.84202164496624,0.84202164496623,0.84202164496623,0.64923198047253,0.64923198047253,0.64923198047253,-0.16945160127404
1.1,1.1551972826311,1.1551972826311,1.1551972826311,0.98763910403259,0.98763910403259,0.98763910403259,0.8071271716618,0.80712717166179,0.80712717166179,-0.1328888949763
1.15,1.2961579802747,1.2961579802747,1.2961579802747,1.1306818557415,1.1306818557415,1.1306818557415,0.96195624487823,0.96195624487823,0.96195624487823,-0.1047796864562
