g,N,E0,E1,gap,xi_gap,xi_corr,m_corr,xi_transfer,m_transfer,i0,comp_i,comp_j,r,corr,abs_corr,log_abs_corr,rMin,rMax
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,1,0.086962378322602,0.086962378322602,-2.4422796869272,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,2,0.057941683414956,0.057941683414956,-2.8483182326109,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,3,0.038208263068322,0.038208263068322,-3.2647034760723,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,4,0.025487073606811,0.025487073606811,-3.6695838727238,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,5,0.017240558369555,0.017240558369555,-4.0604906262459,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,6,0.011803015056,0.011803015056,-4.4394002669281,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,7,0.0081587088011698,0.0081587088011698,-4.8086693576774,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,8,0.005683202738421,0.005683202738421,-5.1702403427617,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,9,0.0039833771224561,0.0039833771224561,-5.5256252962479,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,10,0.0028059783439629,0.0028059783439629,-5.8760030150925,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,11,0.0019846622476862,0.0019846622476862,-6.2223065316197,1,20
0.8,61,-11.998355125685,nan,nan,nan,2.8211460685174,0.35446587156883,nan,nan,20,1,1,12,0.0014084207034648,0.0014084207034648,-6.5652862708022,1,20
