eps,k,Infidelity
0.01,37,0.00994124371785
0.001,200,0.27160828830387
0.0001,200,0.27160828830387
1e-05,200,0.27160828830387
1e-06,200,0.27160828830387
1e-07,200,0.27160828830387
1e-08,200,0.27160828830387
1e-09,200,0.27160828830387
