s,k,Infidelity
0.135,12,5.8906956206251e-06
0.14,11,9.4534238905819e-06
0.145,11,8.1933112688892e-06
0.15,11,7.7916273980572e-06
0.155,11,8.2841690354218e-06
0.16,11,9.8229913232384e-06
0.165,12,9.2125009469868e-06
0.17,14,8.4645640996417e-06
0.175,16,9.6099311492903e-06
0.18,20,9.5868036714686e-06
0.185,27,9.3272187797755e-06
0.19,40,9.8620151092188e-06
0.195,82,9.7247824524249e-06
0.2,200,0.00017590674818868
0.205,200,0.03478862745299
