eps,k,Infidelity
0.1,32,0.094521949613052
0.01,68,0.0098495317901827
0.001,105,0.00094555335344648
0.0001,141,9.6472976031881e-05
1e-05,177,9.8477923158313e-06
1e-06,200,2.4422356954545e-06
1e-07,200,2.4422356954545e-06
1e-08,200,2.4422356954545e-06
1e-09,200,2.4422356954545e-06
1e-10,200,2.4422356954545e-06
