eps,k,Infidelity
0.01,13,0.0052606433380569
0.001,16,0.00052761749254671
0.0001,19,5.2524613239124e-05
1e-05,22,5.2249488421419e-06
1e-06,25,5.1971938763717e-07
1e-07,28,5.1695480673963e-08
1e-08,31,5.1420453450746e-09
1e-09,34,5.1146842316996e-10
