s,k,Infidelity
0.135,5,0.00092181986659856
0.14,5,0.00080904828673778
0.145,5,0.00071294143501444
0.15,5,0.00063141787666066
0.155,5,0.00056273149053798
0.16,5,0.00050543133434544
0.165,5,0.00045832755219577
0.17,5,0.00042046252082817
0.175,4,0.00094282271088852
0.18,4,0.00087973654300932
0.185,4,0.00082763420672005
0.19,4,0.00078575538364267
0.195,4,0.000753475302259
0.2,4,0.00073029115472034
0.205,4,0.00071580985771869
