g,N,E0,E1,gap,xi_gap,xi_corr,m_corr,i0,comp_i,comp_j,r,corr,abs_corr,log_abs_corr,rMin,rMax
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,1,0.10774756654506,0.10774756654506,-2.2279641345219,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,2,0.10192595812832,0.10192595812832,-2.2835086299941,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,3,0.095753468016332,0.095753468016332,-2.3459784320856,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,4,0.089962422866894,0.089962422866894,-2.4083632195403,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,5,0.084760888863297,0.084760888863297,-2.4679210588119,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,6,0.0801510189031,0.0801510189031,-2.5238426875545,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,7,0.076067085095063,0.076067085095063,-2.5761396294259,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,8,0.072429556657382,0.072429556657382,-2.6251408217741,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,9,0.069164963305498,0.069164963305498,-2.6712608551912,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,10,0.066211294977955,0.066211294977955,-2.7149042115906,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,11,0.063516693984535,0.063516693984535,-2.7564525102407,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,12,0.061040300850429,0.061040300850429,-2.7962209632758,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,13,0.058747126337602,0.058747126337602,-2.8345130405567,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,14,0.056609472926452,0.056609472926452,-2.8715789415854,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,15,0.05460372383677,0.05460372383677,-2.9076531964183,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,16,0.05271008410699,0.05271008410699,-2.942948492461,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,17,0.050910261796391,0.050910261796391,-2.9776907687438,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,18,0.049188903268939,0.049188903268939,-3.0120872242368,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,19,0.047531527897788,0.047531527897788,-3.0463620429064,1,20
0.6,40,-21.336917516895,nan,nan,nan,22.628380202868,0.04419229264467,10,1,1,20,0.045923691953005,0.045923691953005,-3.0807741305293,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,1,0.10504555856315,0.10504555856315,-2.2533611318505,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,2,0.095305037725405,0.095305037725405,-2.3506726079625,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,3,0.085785429879591,0.085785429879591,-2.4559061018316,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,4,0.077404577130305,0.077404577130305,-2.5587093640845,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,5,0.070234973316058,0.070234973316058,-2.6559088966231,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,6,0.064114268298613,0.064114268298613,-2.7470883454638,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,7,0.058849564006665,0.058849564006665,-2.8327708538561,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,8,0.054273918715483,0.054273918715483,-2.9137114857473,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,9,0.050255052387087,0.050255052387087,-2.9906441920806,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,10,0.046690734933314,0.046690734933314,-3.0642095294225,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,11,0.043502061268133,0.043502061268133,-3.1349469565358,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,12,0.040627550233734,0.040627550233734,-3.2033088653183,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,13,0.038018669727732,0.038018669727732,-3.2696779312838,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,14,0.035636479982273,0.035636479982273,-3.3343854471867,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,15,0.03344927729595,0.03344927729595,-3.3977250981436,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,16,0.031430780963623,0.031430780963623,-3.4599675807682,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,17,0.029558832452003,0.029558832452003,-3.5213726812464,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,18,0.027814384399894,0.027814384399894,-3.5822019676468,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,19,0.026180750390137,0.026180750390137,-3.6427308561863,1,20
0.65,40,-16.693671126961,nan,nan,nan,13.350399836566,0.074904123639883,10,1,1,20,0.024642913109735,0.024642913109735,-3.7032659204489,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,1,0.10056416408609,0.10056416408609,-2.2969593065868,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,2,0.084870193101049,0.084870193101049,-2.4666323297463,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,3,0.070939301353425,0.070939301353425,-2.6459306781004,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,4,0.059596291094554,0.059596291094554,-2.8201619368043,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,5,0.050494817987204,0.050494817987204,-2.9858845620808,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,6,0.043141638093562,0.043141638093562,-3.1432666671713,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,7,0.037126282893642,0.037126282893642,-3.2934301263986,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,8,0.032142791187231,0.032142791187231,-3.437567077788,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,9,0.027967669938928,0.027967669938928,-3.5767060809614,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,10,0.024436389969571,0.024436389969571,-3.7116818655083,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,11,0.021425755902165,0.021425755902165,-3.8431615338061,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,12,0.018841750148678,0.018841750148678,-3.9716801187833,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,13,0.016611298655024,0.016611298655024,-4.0976721732824,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,14,0.014676648042852,0.014676648042852,-4.2214976168237,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,15,0.012991464026208,0.012991464026208,-4.3434627505542,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,16,0.011518074002143,0.011518074002143,-4.4638378250058,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,17,0.010225486910308,0.010225486910308,-4.582871958597,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,18,0.0090879310585933,0.0090879310585933,-4.7008080030144,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,19,0.0080837448557196,0.0080837448557196,-4.8179000415767,1,20
0.7,40,-12.997829679121,nan,nan,nan,7.307919996834,0.13683784174337,10,1,1,20,0.0071946383972262,0.0071946383972262,-4.9344191974143,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,1,0.094333544147016,0.094333544147016,-2.3609184352355,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,2,0.071648717314415,0.071648717314415,-2.6359800269699,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,3,0.053826929656737,0.053826929656737,-2.9219813858079,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,4,0.040765292828818,0.040765292828818,-3.199924225554,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,5,0.031224824357532,0.031224824357532,-3.4665418480454,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,6,0.0241661155998,0.0241661155998,-3.7228038088165,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,7,0.018864523787766,0.018864523787766,-3.9704721690456,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,8,0.014829223412275,0.014829223412275,-4.2111554901997,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,9,0.011723670209129,0.011723670209129,-4.4461453860814,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,10,0.0093120755218395,0.0093120755218395,-4.6764432778628,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,11,0.0074256050738695,0.0074256050738695,-4.9028211061834,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,12,0.0059409904820119,0.0059409904820119,-5.125879411695,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,13,0.0047667318810861,0.0047667318810861,-5.3460943491312,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,14,0.0038339761027874,0.0038339761027874,-5.5638528673496,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,15,0.0030903282675528,0.0030903282675528,-5.7794779582611,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,16,0.0024955487739313,0.0024955487739313,-5.9932466244925,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,17,0.0020184949467843,0.0020184949467843,-6.2054031211253,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,18,0.0016349064265738,0.0016349064265738,-6.416169707724,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,19,0.0013257765171861,0.0013257765171861,-6.6257569404981,1,20
0.75,40,-10.079821105636,nan,nan,nan,4.294427600818,0.23285990426513,10,1,1,20,0.0010761407704251,0.0010761407704251,-6.8343739982671,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,1,0.086961982595973,0.086961982595973,-2.4422842374873,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,2,0.057940947813832,0.057940947813832,-2.8483309282343,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,3,0.038207457337915,0.038207457337915,-3.2647245641522,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,4,0.025486328238488,0.025486328238488,-3.6696131181065,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,5,0.0172399196241,0.0172399196241,-4.0605276759327,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,6,0.011802491015067,0.011802491015067,-4.4394446668178,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,7,0.0081582892869813,0.0081582892869813,-4.8087207781882,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,8,0.0056828702185262,0.0056828702185262,-5.1702988537173,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,9,0.0039831146644521,0.0039831146644521,-5.525691186733,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,10,0.0028057721029553,0.0028057721029553,-5.8760765183638,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,11,0.001984501264064,0.001984501264064,-6.2223876487729,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,12,0.0014082961128996,0.0014082961128996,-6.5653747359007,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,13,0.0010021091297404,0.0010021091297404,-6.9056483703334,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,14,0.00071465619552467,0.00071465619552467,-7.2437089763335,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,15,0.00051057766825414,0.00051057766825414,-7.5799677903959,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,16,0.0003653105304206,0.0003653105304206,-7.9147627978044,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,17,0.00026168434256498,0.00026168434256498,-8.2483715799277,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,18,0.00018763308121675,0.00018763308121675,-8.5810221978296,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,19,0.00013464041861327,0.00013464041861327,-8.9129028989565,1,20
0.8,40,-7.7992682843496,nan,nan,nan,2.821082532108,0.35447385484776,10,1,1,20,9.6673475808942e-05,9.6673475808942e-05,-9.2441714867298,1,20
0.85,40,-6.0308099460251,nan,nan,nan,2.0247408392167,0.49389036889622,10,1,1,1,0.079058841186588,0.079058841186588,-2.537562878613,1,20
0.85,40,-6.0308099460251,nan,nan,nan,2.0247408392167,0.49389036889622,10,1,1,2,0.045395320725549,0.045395320725549,-3.0923462469659,1,20
