k,Energy,Fidelity
0,0,0.57011671608497
1,-0.50785921799268,0.71724095583554
2,-0.81716752044771,0.82495107622537
3,-0.9851198873082,0.89233672705991
4,-1.072053857826,0.93131848762486
5,-1.1172091696448,0.95355481107686
