eps,k,Infidelity
0.1,0,0.080660641966648
0.01,4,0.006936469006838
0.001,8,0.00068865176351074
0.0001,12,8.4655203246409e-05
1e-05,17,7.4164910671692e-06
1e-06,22,7.1375754118197e-07
1e-07,27,7.1307027837975e-08
1e-08,32,7.2360407665784e-09
1e-09,37,7.3953487778056e-10
1e-10,42,7.5844885927268e-11
