g,N,E0,E1,gap,xi_gap,xi_corr,m_corr,i0,comp_i,comp_j,r,corr,abs_corr,log_abs_corr,rMin,rMax
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,5,0.0088097370858733,0.0088097370858733,-4.7318976821725,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,6,0.0052520741996818,0.0052520741996818,-5.2491321947507,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,7,0.0031639410526925,0.0031639410526925,-5.7559368598785,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,8,0.0019215729094688,0.0019215729094688,-6.2546112046414,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,9,0.001174385157528,0.001174385157528,-6.7470105385286,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,10,0.00072119169238318,0.00072119169238318,-7.2346055858596,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,11,0.00044450131572388,0.00044450131572388,-7.718557543006,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,12,0.00027471639421045,0.00027471639421045,-8.1997712862272,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,13,0.00017013195381569,0.00017013195381569,-8.6789362230848,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,14,0.00010552319908116,0.00010552319908116,-9.156579732718,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,15,6.5523619582057e-05,6.5523619582057e-05,-9.633099876019,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,16,4.071988861893e-05,4.071988861893e-05,-10.108793921017,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,17,2.5320859050927e-05,2.5320859050927e-05,-10.583882033502,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,18,1.5752182930377e-05,1.5752182930377e-05,-11.058531603542,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,19,9.8029312032092e-06,9.8029312032092e-06,-11.532829114642,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,20,6.1016678865872e-06,6.1016678865872e-06,-12.006948400128,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,21,3.7982952328273e-06,3.7982952328273e-06,-12.480958214834,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,22,2.3646566759816e-06,2.3646566759816e-06,-12.954877715276,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,23,1.4721877604155e-06,1.4721877604155e-06,-13.428760991162,1,24
0.85,50,-7.5767992543896,nan,nan,nan,2.0456342467993,0.48884594182202,12,2,2,24,9.1662287899197e-07,9.1662287899197e-07,-13.902569704467,1,24
0.9,50,-5.8630689741628,nan,nan,nan,1.5704774927257,0.63674901718229,12,2,2,1,0.071074012646683,0.071074012646683,-2.644033513252,1,24
0.9,50,-5.8630689741628,nan,nan,nan,1.5704774927257,0.63674901718229,12,2,2,2,0.034761842141997,0.034761842141997,-3.3592349839593,1,24
0.9,50,-5.8630689741628,nan,nan,nan,1.5704774927257,0.63674901718229,12,2,2,3,0.016967535094331,0.016967535094331,-4.0764534610619,1,24
0.9,50,-5.8630689741628,nan,nan,nan,1.5704774927257,0.63674901718229,12,2,2,4,0.0084415452896396,0.0084415452896396,-4.7745898959439,1,24
0.9,50,-5.8630689741628,nan,nan,nan,1.5704774927257,0.63674901718229,12,2,2,5,0.0042774557431047,0.0042774557431047,-5.454396898691,1,24
0.9,50,-5.8630689741628,nan,nan,nan,1.5704774927257,0.63674901718229,12,2,2,6,0.0021987894941743,0.0021987894941743,-6.1198482999707,1,24
0.9,50,-5.8630689741628,nan,nan,nan,1.5704774927257,0.63674901718229,12,2,2,7,0.0011427596019209,0.0011427596019209,-6.7743092383192,1,24
0.9,50,-5.8630689741628,nan,nan,nan,1.5704774927257,0.63674901718229,12,2,2,8,0.0005989421017921,0.0005989421017921,-7.4203456226305,1,24
0.9,50,-5.8630689741628,nan,nan,nan,1.5704774927257,0.63674901718229,12,2,2,9,0.00031593888848947,0.00031593888848947,-8.0599617539359,1,24
