eps,k,Infidelity
0.01,45,0.0094523814070008
0.001,59,0.00087822108311164
0.0001,72,9.5905368165838e-05
1e-05,86,8.8252924808074e-06
1e-06,99,9.6291400708548e-07
1e-07,100,8.1203806545638e-07
1e-08,100,8.1203806545638e-07
1e-09,100,8.1203806545638e-07
