eps,k,Infidelity
0.01,24,0.0071046598633139
0.001,30,0.0008573446614456
0.0001,37,7.2115532891215e-05
1e-05,43,8.6327295770738e-06
1e-06,50,7.254097385001e-07
1e-07,56,8.6829494483354e-08
1e-08,63,7.2962225150519e-09
1e-09,69,8.7333662524003e-10
