eps,k,Infidelity
0.01,6,0.0042487618274109
0.001,8,0.00031478266434615
0.0001,9,8.5321008233108e-05
1e-05,11,6.2628224157812e-06
1e-06,13,4.5964169803625e-07
1e-07,15,3.3733854709617e-08
1e-08,16,9.1388037137818e-09
1e-09,18,6.7071259657325e-10
1e-10,20,4.9224846421225e-11
1e-11,22,3.6128877667352e-12
1e-12,23,9.7921670771939e-13
1e-13,25,7.238654120556e-14
1e-14,27,5.7731597280508e-15
1e-15,29,8.8817841970013e-16
