eps,k,Infidelity
0.1,1,0.067977151694062
0.01,4,0.0071927888093296
0.001,8,0.0005591119400099
0.0001,12,5.7429245850615e-05
1e-05,16,6.3944777350944e-06
1e-06,20,7.3168484371333e-07
1e-07,24,8.4988947324227e-08
1e-08,28,9.9972532474624e-09
1e-09,33,7.0147543329568e-10
1e-10,37,8.5108919911647e-11
