eps,k,Infidelity
0.01,3,0.0050050566360994
0.001,4,0.00062674808698548
0.0001,5,7.7907735037575e-05
1e-05,6,9.6754710973146e-06
1e-06,8,1.4919380086909e-07
1e-07,9,1.8526198242164e-08
1e-08,10,2.3004975702179e-09
1e-09,11,2.8566504717276e-10
1e-10,12,3.5472735859798e-11
1e-11,13,4.4051429171077e-12
1e-12,14,5.473399511402e-13
