eps,k,Infidelity
0.01,74,0.0086365249618965
0.001,86,0.00097769712902973
0.0001,99,9.1521494325564e-05
1e-05,112,8.5593932173111e-06
1e-06,124,9.6048092668166e-07
1e-07,137,8.9818967152766e-08
1e-08,150,8.3993756394563e-09
1e-09,162,9.425181746181e-10
