eps,k,Infidelity
0.01,40,0.0099770645185899
0.001,47,0.00071356678429513
0.0001,53,7.5794785285743e-05
1e-05,61,9.2675555178889e-06
1e-06,200,0.12403492958333
1e-07,200,0.12403492958333
1e-08,200,0.12403492958333
1e-09,200,0.12403492958333
