s,k,Infidelity
0.3,26,7.1077659202778e-08
0.35,22,6.4617493911179e-08
0.4,19,5.7857647561832e-08
0.45,17,3.4842286500414e-08
0.5,15,3.3733854709617e-08
0.55,13,5.5169606549832e-08
0.6,12,2.9903613141258e-08
0.65,11,2.1227452573491e-08
0.7,10,4.5131827053346e-08
0.75,11,4.9716685435186e-08
0.8,13,5.2322889132483e-08
0.85,16,5.2316040832778e-08
0.9,20,7.4313279974092e-08
